0;-0
20;3.06456e-19
40;5.22642e-18
60;2.06968e-17
80;5.23171e-17
100;1.05036e-16
120;1.8285e-16
140;2.88519e-16
160;4.23317e-16
180;5.86815e-16
200;7.76709e-16
220;9.88707e-16
240;1.21647e-15
260;1.45159e-15
280;1.6837e-15
300;1.90058e-15
320;2.08835e-15
340;2.23174e-15
360;2.31441e-15
380;2.31935e-15
400;2.22926e-15
420;2.02704e-15
440;1.69631e-15
460;1.22186e-15
480;5.90231e-16
500;-2.09809e-16
520;-1.18675e-15
540;-2.34586e-15
560;-3.68882e-15
580;-5.21326e-15
600;-6.91256e-15
620;-8.77557e-15
640;-1.07865e-14
660;-1.29249e-14
680;-1.51656e-14
700;-1.74791e-14
720;-1.98318e-14
740;-2.21862e-14
760;-2.45016e-14
780;-2.67346e-14
800;-2.88397e-14
820;-3.07705e-14
840;-3.24799e-14
860;-3.39215e-14
880;-3.50504e-14
900;-3.5824e-14
920;-3.62032e-14
940;-3.61533e-14
960;-3.56447e-14
980;-3.46541e-14
1000;-3.3165e-14
1020;-3.11684e-14
1040;-2.86636e-14
1060;-2.56583e-14
1080;-2.21691e-14
1100;-1.82215e-14
1120;-1.38496e-14
1140;-9.09656e-15
1160;-4.01321e-15
1180;1.34193e-15
1200;6.90369e-15
1220;1.26013e-14
1240;1.83594e-14
1260;2.40997e-14
1280;2.97419e-14
1300;3.52058e-14
1320;4.04127e-14
1340;4.52872e-14
1360;4.97588e-14
1380;5.37638e-14
1400;5.7247e-14
1420;6.01632e-14
1440;6.24787e-14
1460;6.41729e-14
1480;6.5239e-14
1500;6.56855e-14
1520;6.55363e-14
1540;6.48317e-14
1560;6.36279e-14
1580;6.19974e-14
1600;6.00277e-14
1620;5.78211e-14
1640;5.5493e-14
1660;5.31703e-14
1680;5.09895e-14
1700;4.90946e-14
1720;4.7634e-14
1740;4.67582e-14
1760;4.66163e-14
1780;4.73527e-14
1800;4.91042e-14
1820;5.19956e-14
1840;5.6137e-14
1860;6.16197e-14
1880;6.85129e-14
1900;7.68607e-14
1920;8.66789e-14
1940;9.79521e-14
1960;1.10632e-13
1980;1.24634e-13
2000;1.39839e-13
2020;1.56088e-13
2040;1.73186e-13
2060;1.90899e-13
2080;2.08959e-13
2100;2.27062e-13
2120;2.44872e-13
2140;2.62025e-13
2160;2.78132e-13
2180;2.92783e-13
2200;3.05554e-13
2220;3.16012e-13
2240;3.23719e-13
2260;3.28244e-13
2280;3.29166e-13
2300;3.26082e-13
2320;3.18619e-13
2340;3.06434e-13
2360;2.8923e-13
2380;2.66758e-13
2400;2.38826e-13
2420;2.05308e-13
2440;1.66148e-13
2460;1.21364e-13
2480;7.1058e-14
2500;1.54157e-14
2520;-4.52888e-14
2540;-1.10692e-13
2560;-1.80339e-13
2580;-2.53686e-13
2600;-3.30101e-13
2620;-4.08869e-13
2640;-4.89195e-13
2660;-5.7021e-13
2680;-6.50981e-13
2700;-7.30518e-13
2720;-8.07787e-13
2740;-8.81717e-13
2760;-9.51217e-13
2780;-1.01519e-12
2800;-1.07253e-12
2820;-1.12219e-12
2840;-1.16312e-12
2860;-1.19433e-12
2880;-1.21493e-12
2900;-1.22408e-12
2920;-1.22106e-12
2940;-1.20525e-12
2960;-1.17617e-12
2980;-1.13349e-12
3000;-1.07701e-12
3020;-1.00671e-12
3040;-9.22749e-13
3060;-8.25444e-13
3080;-7.15307e-13
3100;-5.93034e-13
3120;-4.59502e-13
3140;-3.15771e-13
3160;-1.63077e-13
3180;-2.82349e-15
3200;1.63428e-13
3220;3.33972e-13
3240;5.06974e-13
3260;6.80489e-13
3280;8.52479e-13
3300;1.02084e-12
3320;1.18342e-12
3340;1.33805e-12
3360;1.48257e-12
3380;1.61485e-12
3400;1.73282e-12
3420;1.83452e-12
3440;1.91809e-12
3460;1.98184e-12
3480;2.02423e-12
3500;2.04394e-12
3520;2.03987e-12
3540;2.01118e-12
3560;1.95729e-12
3580;1.87791e-12
3600;1.77304e-12
3620;1.64301e-12
3640;1.48846e-12
3660;1.31036e-12
3680;1.10999e-12
3700;8.88957e-13
3720;6.49181e-13
3740;3.92876e-13
3760;1.22534e-13
3780;-1.59089e-13
3800;-4.49005e-13
3820;-7.44021e-13
3840;-1.04077e-12
3860;-1.33574e-12
3880;-1.62534e-12
3900;-1.9059e-12
3920;-2.17373e-12
3940;-2.42519e-12
3960;-2.6567e-12
3980;-2.8648e-12
4000;-3.04619e-12
4020;-3.19779e-12
4040;-3.31677e-12
4060;-3.40059e-12
4080;-3.44704e-12
4100;-3.4543e-12
4120;-3.42094e-12
4140;-3.34595e-12
4160;-3.22879e-12
4180;-3.06941e-12
4200;-2.86822e-12
4220;-2.62615e-12
4240;-2.3446e-12
4260;-2.02552e-12
4280;-1.67128e-12
4300;-1.28478e-12
4320;-8.69335e-13
4340;-4.28691e-13
4360;3.30175e-14
4380;5.11309e-13
4400;1.0014e-12
4420;1.49824e-12
4440;1.9966e-12
4460;2.49107e-12
4480;2.97619e-12
4500;3.44646e-12
4520;3.89641e-12
4540;4.32068e-12
4560;4.71409e-12
4580;5.07166e-12
4600;5.38875e-12
4620;5.66102e-12
4640;5.88458e-12
4660;6.05598e-12
4680;6.17228e-12
4700;6.23109e-12
4720;6.23062e-12
4740;6.16969e-12
4760;6.04776e-12
4780;5.86495e-12
4800;5.62204e-12
4820;5.32048e-12
4840;4.96239e-12
4860;4.55051e-12
4880;4.08821e-12
4900;3.57946e-12
4920;3.02875e-12
4940;2.44111e-12
4960;1.82198e-12
4980;1.17723e-12
5000;5.13044e-13
5020;-1.64142e-13
5040;-8.47692e-13
5060;-1.53086e-12
5080;-2.20686e-12
5100;-2.86895e-12
5120;-3.51051e-12
5140;-4.12512e-12
5160;-4.70662e-12
5180;-5.2492e-12
5200;-5.74748e-12
5220;-6.19653e-12
5240;-6.59198e-12
5260;-6.93004e-12
5280;-7.20756e-12
5300;-7.42204e-12
5320;-7.57171e-12
5340;-7.65551e-12
5360;-7.6731e-12
5380;-7.62488e-12
5400;-7.512e-12
5420;-7.3363e-12
5440;-7.10031e-12
5460;-6.8072e-12
5480;-6.46079e-12
5500;-6.0654e-12
5520;-5.62592e-12
5540;-5.14761e-12
5560;-4.63615e-12
5580;-4.09749e-12
5600;-3.53779e-12
5620;-2.96335e-12
5640;-2.38053e-12
5660;-1.79565e-12
5680;-1.21492e-12
5700;-6.44334e-13
5720;-8.96378e-14
5740;4.43783e-13
5760;9.50957e-13
5780;1.42739e-12
5800;1.86914e-12
5820;2.27282e-12
5840;2.63568e-12
5860;2.95565e-12
5880;3.23129e-12
5900;3.46188e-12
5920;3.64738e-12
5940;3.78842e-12
5960;3.8863e-12
5980;3.94296e-12
6000;3.96091e-12
6020;3.94321e-12
6040;3.89343e-12
6060;3.81554e-12
6080;3.71387e-12
6100;3.59304e-12
6120;3.45785e-12
6140;3.31324e-12
6160;3.16414e-12
6180;3.01545e-12
6200;2.87191e-12
6220;2.73801e-12
6240;2.61796e-12
6260;2.51554e-12
