0.0991821;1.37045e-11;3.22378e-11;3.50298e-11
0.0992775;2.49597e-11;1.86812e-11;3.11765e-11
0.0993729;2.77419e-11;1.00306e-12;2.77601e-11
0.0994682;2.08622e-11;-1.55515e-11;2.60208e-11
0.0995636;6.26103e-12;-2.56648e-11;2.64175e-11
0.099659;-1.12781e-11;-2.57297e-11;2.80929e-11
0.0997543;-2.53833e-11;-1.52922e-11;2.96338e-11
0.0998497;-3.00305e-11;2.34375e-12;3.01218e-11
0.0999451;-2.16346e-11;2.06418e-11;2.99021e-11
0.10004;-6.6734e-13;3.14627e-11;3.14698e-11
0.100136;2.7754e-11;2.74414e-11;3.90297e-11
0.100231;5.4612e-11;4.48919e-12;5.47962e-11
0.100327;6.90195e-11;-3.62989e-11;7.79827e-11
0.100422;6.11074e-11;-8.79585e-11;1.07102e-10
0.100517;2.50575e-11;-1.38537e-10;1.40785e-10
0.100613;-3.85436e-11;-1.73478e-10;1.77709e-10
0.100708;-1.21745e-10;-1.79044e-10;2.16514e-10
0.100803;-2.10069e-10;-1.4596e-10;2.55799e-10
0.100899;-2.85115e-10;-7.23758e-11;2.94158e-10
0.100994;-3.28415e-10;3.46857e-11;3.30242e-10
0.101089;-3.25705e-10;1.5988e-10;3.62829e-10
0.101185;-2.70571e-10;2.82102e-10;3.90884e-10
0.10128;-1.66579e-10;3.78583e-10;4.1361e-10
0.101376;-2.72719e-11;4.29625e-10;4.3049e-10
0.101471;1.26043e-10;4.22914e-10;4.41297e-10
0.101566;2.68303e-10;3.56393e-10;4.46097e-10
0.101662;3.75623e-10;2.39013e-10;4.45219e-10
0.101757;4.30066e-10;8.91506e-11;4.39209e-10
0.101852;4.23182e-10;-6.89608e-11;4.28764e-10
0.101948;3.57557e-10;-2.09993e-10;4.14662e-10
0.102043;2.46045e-10;-3.12422e-10;3.97675e-10
0.102139;1.08921e-10;-3.62494e-10;3.78504e-10
0.102234;-3.03478e-11;-3.56435e-10;3.57724e-10
0.102329;-1.49754e-10;-3.00508e-10;3.35755e-10
0.102425;-2.32784e-10;-2.09039e-10;3.12867e-10
0.10252;-2.71023e-10;-1.00966e-10;2.89219e-10
0.102615;-2.64874e-10;4.22698e-12;2.64908e-10
0.102711;-2.22419e-10;9.02532e-11;2.40033e-10
0.102806;-1.56852e-10;1.46681e-10;2.14751e-10
0.102901;-8.32038e-11;1.70047e-10;1.89311e-10
0.102997;-1.51635e-11;1.63368e-10;1.64071e-10
0.103092;3.73147e-11;1.34406e-10;1.3949e-10
0.103188;6.92122e-11;9.32254e-11;1.16109e-10
0.103283;8.03748e-11;4.97391e-11;9.45203e-11
0.103378;7.44163e-11;1.17904e-11;7.53446e-11
0.103474;5.70501e-11;-1.58833e-11;5.92198e-11
0.103569;3.43668e-11;-3.17429e-11;4.67834e-11
0.103664;1.14931e-11;-3.67895e-11;3.8543e-11
0.10376;-8.12248e-12;-3.35099e-11;3.44803e-11
0.103855;-2.27767e-11;-2.4813e-11;3.36818e-11
0.103951;-3.21015e-11;-1.32612e-11;3.47328e-11
0.104046;-3.64569e-11;-7.3981e-13;3.64644e-11
0.104141;-3.64044e-11;1.14734e-11;3.81696e-11
0.104237;-3.24441e-11;2.24098e-11;3.94312e-11
0.104332;-2.50575e-11;3.1109e-11;3.99456e-11
0.104427;-1.49542e-11;3.65048e-11;3.94491e-11
0.104523;-3.33809e-12;3.7577e-11;3.7725e-11
0.104618;7.9995e-12;3.37174e-11;3.46534e-11
0.104713;1.68749e-11;2.51476e-11;3.02847e-11
0.104809;2.119e-11;1.31844e-11;2.49569e-11
0.104904;1.95583e-11;1.86824e-13;1.95592e-11
0.105;1.18632e-11;-1.08751e-11;1.60936e-11
0.105095;-4.73689e-13;-1.71494e-11;1.71559e-11
0.10519;-1.46617e-11;-1.6728e-11;2.22439e-11
0.105286;-2.71572e-11;-9.30711e-12;2.87078e-11
0.105381;-3.45874e-11;3.55401e-12;3.47695e-11
0.105476;-3.47233e-11;1.87037e-11;3.94403e-11
0.105572;-2.72049e-11;3.2167e-11;4.21287e-11
0.105667;-1.37731e-11;4.02209e-11;4.25137e-11
0.105762;2.09858e-12;4.04714e-11;4.05258e-11
0.105858;1.61039e-11;3.26101e-11;3.63697e-11
0.105953;2.42979e-11;1.86018e-11;3.06009e-11
0.106049;2.42435e-11;2.21753e-12;2.43447e-11
0.106144;1.57706e-11;-1.19805e-11;1.98052e-11
0.106239;1.10203e-12;-1.99252e-11;1.99556e-11
0.106335;-1.57127e-11;-1.9233e-11;2.48354e-11
0.10643;-2.99159e-11;-9.93974e-12;3.1524e-11
0.106525;-3.73999e-11;5.44776e-12;3.77946e-11
0.106621;-3.59117e-11;2.26202e-11;4.2442e-11
0.106716;-2.57468e-11;3.6677e-11;4.48119e-11
0.106812;-9.71291e-12;4.35382e-11;4.46084e-11
0.106907;7.64084e-12;4.11452e-11;4.18486e-11
0.107002;2.13188e-11;3.00941e-11;3.68802e-11
0.107098;2.73278e-11;1.35029e-11;3.04818e-11
0.107193;2.38562e-11;-3.86151e-12;2.41667e-11
0.107288;1.1832e-11;-1.69532e-11;2.06738e-11
0.107384;-5.31411e-12;-2.19182e-11;2.25532e-11
0.107479;-2.26225e-11;-1.72352e-11;2.844e-11
0.107574;-3.50399e-11;-4.18708e-12;3.52892e-11
0.10767;-3.88983e-11;1.34866e-11;4.11699e-11
0.107765;-3.30033e-11;3.06612e-11;4.50481e-11
0.107861;-1.9008e-11;4.23177e-11;4.63906e-11
0.107956;-9.51537e-13;4.50166e-11;4.50266e-11
0.108051;1.59063e-11;3.79208e-11;4.11217e-11
0.108147;2.66217e-11;2.30623e-11;3.5222e-11
0.108242;2.80223e-11;4.7663e-12;2.84247e-11
0.108337;1.96526e-11;-1.16048e-11;2.28232e-11
0.108433;3.9275e-12;-2.12221e-11;2.15824e-11
